Sample	Control-Sample 1	Control-Sample 2	Control-Sample 3	Control-Sample 4	Control-Sample 5	Control-Sample 6	Control-Sample 7	Control-Sample 8	Control-Sample 9	Control-Sample 10	Control-Sample 11
RN7SL424P	5.423040253	5.501665245	5.590033068	6.457663234	6.548040446	5.604216654	5.399899095	5.440008691	6.358354061	6.782696865	6.880722253
RN7SL425P	7.222360218	6.792725233	6.954138136	6.948530767	7.316390154	8.209351009	8.230668962	8.08800375	7.863870327	7.257208673	6.770128667
RN7SL426P	7.376021173	7.516377667	7.638913716	8.744732946	8.855292093	7.87148638	7.954207945	7.871560305	8.926467981	8.943121365	9.094684731
RN7SL429P	6.679564547	6.611613562	6.876381879	7.539996262	7.881976566	6.891018112	6.834685937	6.923268053	8.028232086	8.350912669	8.095592182
RN7SL42P	6.872287032	6.748568572	7.099947384	7.916667717	7.928784831	7.163981697	6.800874022	7.090567657	7.901180666	8.230563296	8.237339045
RN7SL430P	7.58510526	7.719792651	7.638580719	9.316342633	9.113562469	8.741328778	9.051320436	8.785105853	9.083984515	9.242859699	9.375695448
RN7SL432P	4.619647767	4.707955415	4.810648748	5.168148592	5.106507456	4.98653836	4.817618142	5.012970856	5.256180377	5.239111582	5.091539056
RN7SL434P	7.130457305	7.100735917	7.061527808	8.409365477	8.2578828	7.974580935	7.712788347	7.778070557	8.187931015	8.369640965	8.122936678
RN7SL435P	5.867300982	5.82935488	5.679668693	6.912589991	6.829342194	5.955761483	5.71250499	5.806164207	6.623439654	6.943616632	7.022789462
RN7SL438P	6.939896514	7.059841949	7.143893361	8.913828877	8.782087435	7.524870765	7.381153566	7.337818113	8.667590586	8.916422901	9.125465133
RN7SL43P	5.512849475	5.510572719	5.269309986	6.626287266	6.538811281	5.583170041	5.559669233	5.745127055	6.523953939	6.730748629	6.511542361
RN7SL441P	6.717141739	6.920305211	6.91296117	7.686640588	7.619486376	7.019935377	6.689494862	6.583343069	7.116790997	7.655874139	7.770842257
RN7SL442P	5.952370845	6.03220666	6.035331382	6.818173116	7.025050949	6.154222685	6.010204705	6.13725349	6.849699084	6.957566416	6.635990855
RN7SL443P	7.409645507	7.347895931	7.555923494	8.865643583	8.808375397	7.715481584	7.496446371	7.528047716	8.737666484	8.923354229	8.846079554
RN7SL444P	6.122161225	5.773869767	5.975786075	6.45144687	6.647113002	6.117044603	6.613770314	6.02603204	6.813422076	6.378700618	6.322196772
RN7SL445P	5.682005771	5.736718511	5.744833837	6.363435687	6.298489698	6.096841632	5.949724012	6.006540398	6.386517826	6.48416714	6.114768874
RN7SL446P	4.904291405	5.124832659	5.038111293	6.063638836	6.221140469	5.269601732	5.008312081	5.088273069	6.150714011	6.072946127	6.432575305
RN7SL447P	7.05775351	6.986911468	6.86547347	8.831592271	8.696320776	7.486360412	7.430034319	7.249454822	8.463189204	8.812077806	8.86198327
RN7SL448P	5.086010929	5.398288797	5.314022144	5.78112624	5.560326719	5.762059078	6.053109164	5.701149793	6.036072483	5.754037665	5.904286587
RN7SL449P	8.578916076	8.538258785	8.654714784	10.24092248	10.18120196	9.177407079	8.844219293	9.008243721	10.07784382	10.33046877	10.37617967
RN7SL44P	5.075528353	5.613113164	5.534920687	6.255428974	6.080431692	5.674652727	4.994787877	5.257025709	6.011395001	5.928010197	6.025677773
RN7SL451P	5.730786663	5.760902206	5.917543939	6.423154578	6.362198087	5.95166472	6.157057862	6.026419421	6.09770349	6.571914914	6.367753707
RN7SL452P	4.876551325	4.691757475	4.822215172	5.586752736	5.313532475	4.878195635	5.076054508	5.072478863	5.500011668	5.651043078	5.515315068
RN7SL454P	10.01612577	9.951978208	9.813123814	11.20841728	11.3448285	10.42290574	10.24099401	10.27448299	11.45246262	11.37232095	11.48288861
RN7SL456P	7.256510644	7.042961643	7.007430997	8.709121732	8.413649083	7.143015797	6.982890929	7.23205631	8.472012481	8.537490215	8.761318521
RN7SL457P	6.093509471	6.226020998	6.176077382	7.64109078	7.563135245	6.346228268	6.217279193	6.430614793	7.104032571	7.509149503	7.561601084
RN7SL459P	6.80503444	6.763690419	6.896174955	7.462714929	6.910600761	7.097115628	6.935047153	6.938026968	6.945092631	6.889169298	7.36937051
RN7SL45P	7.151970407	7.425585186	7.374752602	7.555333029	7.573132118	8.471667087	8.419884355	8.171892337	7.959735385	7.728893265	7.247262961
RN7SL461P	5.960653026	6.159748248	6.392621387	7.059376911	6.952170462	6.238091325	6.313240409	6.410883777	7.368899275	7.479586275	7.686976678
RN7SL464P	7.135852907	7.11033192	7.090186538	8.580556311	8.64656231	7.514643052	7.45621476	7.561089334	8.406341082	8.398743692	8.51896782
RN7SL465P	5.008065521	5.075708037	4.880798155	5.942545001	5.389036717	5.055482013	4.801598435	4.976514863	5.615625223	5.832763456	6.055577453
RN7SL466P	5.029108294	4.982076345	5.12875943	5.623746905	5.693394957	5.316721402	5.217308278	5.242625369	5.611747809	5.771637363	5.526654162
RN7SL468P	6.049580673	5.941965473	5.942141468	6.774233591	7.139776436	6.367343106	6.093870704	6.324472207	6.918231175	7.099673925	7.036250554
RN7SL472P	5.405577185	5.469456229	5.361150731	6.245670589	6.122467729	5.516314626	5.574649531	5.312360224	6.29188899	5.998536275	5.843448762
RN7SL473P	9.293244018	9.411244033	8.582619978	7.211537918	7.366208543	9.614628874	9.748617208	9.622805925	7.856394402	7.450823593	6.923588959
RN7SL475P	4.8622282	5.024678712	5.203671013	5.866208215	5.96233848	5.264817887	5.218285205	5.128788294	5.591930694	5.69605782	5.913274802
RN7SL477P	5.574201439	5.680695674	5.685163664	6.255598924	6.554189753	5.929239469	5.72898167	5.789178878	6.346098816	6.824513297	6.427669859
RN7SL478P	9.884883294	9.986382491	10.00129559	10.73290512	10.67924256	11.21754579	10.9948696	11.03140485	11.10540439	10.86137387	10.63121344
RN7SL479P	4.435141836	4.447863476	4.362715343	4.74147238	4.589338045	4.561930952	4.551214527	4.655678116	4.483686816	4.593592806	5.046713681
RN7SL47P	6.930737338	6.828453874	6.979430912	7.727239777	7.963560822	7.760852985	7.994319491	7.917545133	7.936255132	7.870358554	8.049592653
RN7SL480P	8.911496853	8.922105655	9.063923523	10.20231976	10.0191737	10.26999157	10.28783933	10.09604306	9.832386881	10.07760352	9.574025798
RN7SL481P	4.548720204	4.296567533	4.451395765	4.231808701	4.237227173	4.808740274	4.851779019	4.639214795	4.416501993	4.307049586	4.246666503
RN7SL482P	7.380642879	7.445941847	7.301980823	8.953695934	8.307710843	8.703754799	8.44317978	8.520936844	8.695461471	8.81525199	8.868069379
RN7SL483P	9.610725896	9.697224755	9.661673009	10.20438774	10.08313357	10.46013845	10.49480559	10.55595033	10.60418255	10.13482416	9.870007084
RN7SL484P	5.754157955	6.213557254	6.357995301	6.481904351	6.766343384	6.351610663	6.108560001	6.236553846	7.038556899	7.004737328	6.306963946
RN7SL487P	6.959155766	7.123945489	6.668856626	8.033835928	7.8623522	6.703889735	6.676563613	7.010108453	7.424922088	7.83791802	8.140742874
RN7SL492P	5.393858909	5.466026688	5.611995615	6.008081213	5.861156402	6.483285348	6.328077083	6.206697918	6.13052732	6.014225837	5.862116592
RN7SL493P	9.708894199	9.76389122	9.703045313	11.63597653	11.40092745	10.3799523	9.957946511	10.27014346	11.15893151	11.37393635	11.68496773
RN7SL494P	7.25386639	7.39035815	7.199211001	8.648044739	8.45127294	7.484919541	7.196518525	7.461610409	8.741787175	8.874803112	8.822675982
RN7SL496P	4.225514022	4.266336799	4.220523436	4.441742408	4.473325851	4.254269007	4.300328763	4.357411247	4.379454616	4.385265359	4.383496944
RN7SL497P	5.719698206	5.822082574	5.782765001	6.845188935	6.875325464	6.059327154	6.034853974	5.643004749	6.843820577	7.097779326	7.040519876
RN7SL498P	5.894948691	6.323168279	6.459470964	7.183675077	7.307710843	6.778852493	6.571870936	6.794038897	7.23511432	7.428167521	7.358317134
RN7SL499P	4.864800243	4.991834727	4.706210041	5.5818905	5.565380877	5.038778553	4.858170026	4.931508146	5.159140724	5.726744042	5.4260131
RN7SL49P	6.703253003	6.676295621	6.71168762	7.23595677	7.225188153	7.9795681	8.088973697	8.106447782	7.594615726	7.282680728	6.851449229
RN7SL4P	10.79139552	10.61693255	10.57792675	11.96473523	11.73551515	11.06743532	11.02175405	10.85361689	11.5095189	11.48324965	11.63232254
RN7SL500P	6.954173041	6.871301551	6.975091322	8.445672912	8.552738253	7.484395963	6.931032942	7.159064009	7.946415061	8.330033965	8.433243243
RN7SL502P	4.396639029	4.287819481	4.37521324	4.548436625	4.365118592	4.156534148	4.424048684	4.428370223	4.500559884	4.556699167	4.576655155
RN7SL503P	5.242747302	5.290144213	5.167968021	6.100222894	6.136671275	5.383431278	5.45037988	5.322955649	5.841681331	5.988750572	5.836055406
RN7SL504P	5.971911366	6.132307443	6.000759469	6.835911446	7.141596278	6.453213007	6.140289905	6.321782015	6.962745657	7.054110448	7.180187653
RN7SL505P	5.973400044	6.049918233	6.161351609	6.276007123	6.340220425	6.210028379	5.97737839	6.127001756	6.438362722	6.307574245	6.523103985
RN7SL507P	8.014037213	8.108822374	8.048089022	9.451903439	9.368676694	8.728539592	8.552615308	8.473640817	9.292139846	9.608082908	9.424012981
RN7SL508P	6.77303368	6.970738639	7.05940936	8.063767168	8.36104455	8.202687075	8.057672291	7.836492251	7.968010088	8.238275751	8.166805811
RN7SL509P	6.682489025	6.627764405	6.485264193	7.585398249	7.387621028	6.988764203	7.196931567	6.851936392	7.202388334	7.315068026	7.33358474
RN7SL50P	6.596197212	6.597003699	6.394773066	7.505231978	7.743609213	7.064667328	6.66967878	6.601522705	7.446479566	7.473697633	7.643986026
RN7SL513P	6.518580773	6.812908899	6.698426865	7.741466986	7.717998509	8.057623558	7.465443964	7.456609046	7.917921005	7.958889063	7.376325117
RN7SL515P	5.605855792	5.628890219	5.702624301	6.626312092	6.481571811	6.113419216	6.091350753	5.911157063	6.510960337	6.405726934	6.43496176
RN7SL516P	5.493756198	5.374695229	5.256538949	6.183692939	6.165960162	5.604943084	5.554947946	5.796631495	5.937930486	5.904375711	6.142196936
RN7SL517P	9.317674898	9.171414516	9.215642199	8.802781293	8.674683089	8.968661034	8.949012503	8.689351583	9.085307798	8.809382287	8.743854894
RN7SL518P	7.284847229	7.09638837	7.450262743	8.668768004	8.938009319	7.726477038	7.378598321	7.653189028	8.507453743	8.645690852	8.624291018
RN7SL519P	5.084281163	5.041032662	5.208727937	5.998082647	6.425620431	4.992623429	4.820342373	4.958796286	5.995443815	6.092012878	6.513574437
RN7SL51P	7.407726634	7.517913425	7.709704193	8.531790816	9.080689638	7.856413078	7.739740113	7.97929371	8.810121726	9.000078895	8.807860421
RN7SL520P	8.214027638	8.262334491	8.262978049	9.803864727	9.791991467	8.531806408	7.900486466	8.254882168	9.48290877	9.815922805	9.851891118
RN7SL521P	8.379447684	8.394372657	8.37649877	9.307237246	9.383257161	8.744568142	8.480378232	8.715515904	9.465854099	9.501252029	9.311927648
RN7SL523P	5.120090619	5.219571257	5.370729249	6.089703642	6.269409111	5.640594901	5.544874817	5.587767017	6.501783058	6.755662075	6.819106118
RN7SL526P	8.092662015	8.474079057	8.626252947	9.778831143	9.979482359	8.951450834	8.476896034	8.679371014	9.756444572	9.722068067	9.853173858
RN7SL52P	6.073947886	6.371779195	6.23630813	8.934410348	8.281072159	6.159915408	6.108303007	6.015703432	8.083289048	8.071626104	8.41046889
RN7SL530P	5.26223018	5.252381596	5.36502758	5.805418866	5.768631623	5.480788586	5.392358642	5.300932725	5.522080865	5.880161437	5.876622536
RN7SL535P	7.965282139	8.024862627	8.060306838	9.619838478	9.613049053	8.778067271	8.637063162	8.394595597	9.60100932	9.630436416	9.830966721
RN7SL538P	7.231038732	7.33125735	7.483702936	8.367475909	8.113205613	8.025316773	7.877633835	7.967330025	8.51823612	8.527265865	8.468493716
RN7SL541P	4.640592009	4.683471893	4.846879387	6.253399365	5.5195765	5.148210136	4.988043852	5.099762279	5.539335647	6.177369703	5.975316064
RN7SL542P	6.534195479	6.33108354	6.601384533	7.573207875	7.577904612	6.765813181	6.561150448	6.595645381	7.590519685	7.518692492	7.452340094
RN7SL543P	5.908200449	5.814896444	5.93682165	6.250618665	6.095639649	5.974689909	6.052250677	6.012521745	6.141772007	6.17494565	6.068655765
RN7SL546P	8.606938143	8.755311565	8.57327984	9.51848793	9.241945027	9.557904006	9.293850953	9.518688559	9.639034952	9.579772247	9.086839484
RN7SL547P	5.070908776	5.499565291	5.402780151	6.207004556	5.766348685	5.563814029	5.403397259	5.391056231	6.220374458	5.922316799	6.14148797
RN7SL549P	7.116052793	7.246807092	7.197216693	8.335497548	8.467246869	7.610020834	7.498769442	7.50779464	8.51723238	8.513253856	8.256892715
RN7SL551P	7.826389591	7.685470664	7.796111012	8.507897686	8.485704551	8.127751918	7.877394575	7.712410067	8.209901701	8.607223032	8.31651687
RN7SL552P	5.676016292	5.698910206	5.704623012	6.660794593	6.445581049	5.950704023	6.060657027	5.67593728	6.043123551	6.632224585	6.3436672
RN7SL553P	6.682222131	6.694141946	6.58814494	7.801022815	8.065803853	6.834268774	6.797298375	6.76059355	7.713874491	8.100152444	7.95970641
RN7SL554P	7.522032202	7.665939875	7.633896146	8.058159531	7.968517045	7.804582801	7.696543346	7.588302378	7.94129415	8.10371793	8.157872375
RN7SL555P	8.597605661	8.585063937	8.600492778	9.804600547	9.387881623	9.011344679	8.774352209	8.765571211	9.658834492	9.904125788	10.14984871
RN7SL556P	9.374320077	9.393163041	9.46745679	10.90234496	10.9131138	9.841396089	9.515475139	9.734025363	10.88031819	11.02655111	11.06704439
RN7SL558P	5.186155848	4.968989276	5.24697806	5.416937674	5.137220695	7.117985879	7.264498899	7.072748952	5.424952312	5.548356473	5.276958135
RN7SL559P	6.09906161	5.82000021	6.055670718	6.539669094	6.588611208	6.65949648	6.670599602	6.854968091	6.763916111	6.002036369	6.448288138
RN7SL55P	5.45529105	5.371893362	5.235217738	6.220831019	6.173419302	5.253864499	5.310525536	5.559883331	5.917111864	5.918176303	6.117811384
RN7SL561P	5.018091103	5.399089042	5.35696073	5.749169525	5.751016425	5.486122245	5.268688894	5.534151893	5.741315967	5.827704722	6.12509519
RN7SL563P	6.612061984	6.636298346	6.518288059	7.89947173	7.656946785	6.765296045	6.474088794	6.774997849	7.546701573	7.722677768	7.859565845
RN7SL564P	10.53668433	10.78845734	10.66633054	11.95467616	11.96092143	11.82276997	11.5301527	11.71434427	11.87613704	11.9100243	11.94216625
RN7SL566P	6.934834916	6.869242187	6.830521545	7.994183698	7.98200673	7.244896571	7.320078457	7.405396785	7.591769164	7.90415289	8.032040215
RN7SL567P	8.960172844	9.076537718	8.988153518	10.39764255	10.30646048	9.249914596	8.789103218	9.149609955	10.18954044	10.51321437	10.40685338
RN7SL568P	4.690852855	4.788064445	4.721372659	5.385217033	5.075900531	4.881155573	4.954661621	4.694440076	5.387652043	4.904874223	5.339265682
RN7SL569P	5.867132918	5.838089522	6.160857682	6.982537314	7.229809001	6.098547991	6.06311892	5.934136671	6.915329676	6.977692063	7.153025016
RN7SL570P	7.561448342	7.881915405	7.591178228	8.145320813	8.043967806	8.073670302	7.86993308	7.938897372	8.16371508	8.208283138	7.988326809
RN7SL571P	6.318486773	6.379797684	6.386274664	7.770181538	7.563516624	6.869316227	6.780480713	6.821493386	7.317756287	7.683780656	7.612492574
RN7SL577P	6.204127019	6.104665842	6.082044695	6.058032865	6.193499734	6.564315667	7.035414968	6.39707219	6.477811684	6.464743405	6.363842146
RN7SL578P	6.292032605	6.272527148	6.112103751	7.376073282	7.101240352	6.643785496	6.175468713	6.748971024	7.074152169	7.452727206	7.401084302
RN7SL57P	7.564393413	7.874194488	7.724513853	8.892251364	8.506236164	8.81736424	9.054647727	8.911685591	8.869180484	8.771235242	8.526996028
RN7SL580P	5.353760833	5.454123239	5.320560493	6.933124087	6.824958741	5.845462451	5.356946649	5.508377942	6.781503976	6.876038015	6.688795807
RN7SL581P	6.692845617	6.641522909	6.425408949	8.581637468	7.995360143	7.468778791	7.05439268	7.15880153	7.824926928	8.354809158	7.743158128
RN7SL582P	6.504606092	6.795650077	6.85591497	7.892391026	7.652092066	7.514990142	7.409433368	7.694810563	8.001385674	7.931369856	7.805808349
RN7SL583P	6.848973401	6.930051303	6.851961371	8.000163421	7.924367159	6.86387652	6.72673587	6.621682677	7.873991556	8.050245916	8.201937658
RN7SL585P	4.691584413	4.86949144	4.749164161	5.155393048	5.465912447	4.747140305	4.628126162	4.81991338	5.220380263	5.644260088	5.495420155
RN7SL586P	6.021732888	6.029322569	5.90390835	7.350948019	7.166243439	6.027888308	5.77133892	5.981475951	6.935141471	7.129756967	6.90502591
RN7SL587P	6.931009295	6.953591182	6.313661256	7.006971184	7.076003184	6.851948881	7.10142947	6.87787919	7.011529183	6.926355303	6.884170519
RN7SL589P	4.565195017	4.548633903	4.566498579	4.873389972	4.67730527	4.648879554	4.600691985	4.561087806	4.842938617	4.66941234	4.740905979
RN7SL58P	4.528552566	4.596696661	4.716628804	5.647397983	5.180342828	4.882413178	4.694094574	4.799926561	5.054831116	5.518229824	5.123090891
RN7SL591P	4.355925417	4.362175288	4.393498575	4.448953796	4.424424985	4.254110242	4.351423386	4.299413187	4.447671759	4.547178342	4.642355006
RN7SL594P	5.257538705	5.069809557	5.087025723	6.294425926	5.894242996	5.236458177	5.019706362	5.049987913	5.667389762	6.128693453	5.78707718
RN7SL597P	7.35176082	7.496861765	7.351230784	8.602208915	8.31456965	7.751959067	7.480491333	7.473161846	8.233773045	8.408104667	8.392502042
RN7SL598P	7.064042126	7.143158692	7.178575224	8.364068977	8.070791809	7.64226113	7.535671966	7.784680645	8.164042056	8.162607843	7.955690587
RN7SL5P	5.712612287	5.831454198	5.63638391	6.576330149	6.215899876	6.036303312	6.121873301	5.982135686	6.136888608	6.193568727	6.171767268
RN7SL600P	9.867527406	9.754359753	9.102952015	6.76147145	6.90408664	9.343234582	9.58809808	9.36296952	7.692587606	6.770353354	6.332133247
RN7SL601P	6.720935081	6.789742291	6.628419293	7.876670417	7.923202674	6.993912074	6.414986215	6.851411749	7.651625784	8.07879127	7.788098387
RN7SL604P	4.826853518	4.840961671	4.819652857	5.225278787	5.032695964	4.828078077	4.908274918	4.817827881	5.326037524	5.78776677	5.584198873
RN7SL606P	5.026450407	5.130762051	5.259099203	5.598049522	5.826624751	5.421132391	5.214385182	5.239462964	5.461443431	5.194528369	5.880061006
RN7SL607P	5.124749962	5.129588012	5.022842714	5.722397713	5.817272773	5.148120631	5.445683671	5.222750474	5.825653357	5.787946949	6.277640765
RN7SL608P	7.613281163	7.46960926	7.585991557	8.786067015	8.592714905	8.524416343	8.255665954	8.408440141	8.508270176	8.680211818	8.528598666
RN7SL60P	5.444080621	5.260398329	5.52770219	6.131468075	6.154585234	5.464540849	5.385147993	5.424697069	6.194278174	6.420760283	6.550340465
RN7SL610P	5.053502375	5.201112358	5.200794659	6.235204333	5.652624161	5.288860539	5.21189608	5.381383748	5.596016771	5.62289522	5.956070596
RN7SL612P	4.61028075	4.69000915	4.628966019	5.112937783	5.116892861	4.943649448	4.955405806	5.149661774	5.401159411	5.17659405	5.292921596
RN7SL614P	8.973307047	8.793931637	8.896093196	10.52094273	10.13361747	9.587835635	9.482592192	9.352268588	10.24478005	10.3470455	10.4804671
RN7SL615P	6.234430426	6.412497022	6.299484623	6.620584944	6.531454763	6.838775326	6.559369442	6.82671372	6.928358478	6.722028778	6.472291175
RN7SL617P	7.883620816	7.841117711	7.798750431	8.72829469	8.583090291	9.51813381	9.247562048	9.538840763	8.892151164	8.751266205	8.250393173
RN7SL618P	6.181416665	6.133962119	6.261314545	7.282096883	7.495415358	6.355319379	6.076648876	6.500677787	7.076569784	7.350461886	7.299418682
